Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2016-04-15,Hobart,10.9,21.3,0.0,2.0,5.2,NNW,46.0,NNW,NNW,15.0,22.0,65.0,41.0,1018.2,1013.3,5.0,7.0,14.6,20.1,No,No
2014-12-10,Melbourne,13.7,21.3,0.0,5.4,0.4,SSE,31.0,N,S,7.0,11.0,73.0,66.0,1012.5,1011.1,7.0,7.0,16.4,20.0,No,No
2010-03-31,WaggaWagga,13.0,26.1,0.0,4.0,10.7,SSW,28.0,ESE,SSW,7.0,9.0,74.0,42.0,1020.8,1017.7,1.0,2.0,17.9,26.0,No,No
2016-08-16,PerthAirport,7.1,20.0,6.0,1.8,8.5,NNW,41.0,NNE,NNW,9.0,30.0,89.0,47.0,1018.7,1015.4,2.0,3.0,11.1,18.8,Yes,Yes
2015-05-12,Woomera,11.0,18.9,0.0,4.6,2.9,SSW,57.0,SSW,SW,22.0,22.0,70.0,52.0,1024.2,1022.5,7.0,8.0,14.0,17.6,No,No
2011-01-09,Nuriootpa,15.2,29.3,0.0,5.0,12.4,SE,48.0,SE,SE,20.0,26.0,66.0,42.0,1014.3,1012.8,4.0,5.0,19.5,27.0,No,No
2011-12-06,SydneyAirport,12.7,18.5,6.2,2.8,0.5,S,37.0,SW,S,19.0,22.0,80.0,68.0,1020.4,1018.1,7.0,6.0,14.6,17.2,Yes,No
2014-09-04,Woomera,8.0,19.4,0.0,3.4,10.2,SSW,50.0,SW,SW,20.0,30.0,37.0,25.0,1016.5,1014.5,4.0,1.0,14.9,18.5,No,No
2015-07-09,AliceSprings,-0.2,22.5,0.0,4.0,10.4,ENE,28.0,E,NNW,4.0,11.0,40.0,18.0,1021.8,1018.0,0.0,1.0,11.8,21.6,No,No
2009-07-10,Woomera,10.0,22.4,0.0,5.4,2.9,N,59.0,NNE,N,31.0,41.0,50.0,20.0,1017.3,1011.0,7.0,7.0,13.5,21.2,No,Yes
2009-10-22,Cairns,21.1,29.9,1.0,7.8,11.6,SE,41.0,SE,ESE,31.0,28.0,43.0,39.0,1018.0,1015.0,2.0,1.0,27.3,28.9,No,No
2010-08-18,Brisbane,9.5,23.4,0.0,4.0,10.5,E,22.0,SW,NE,6.0,7.0,65.0,46.0,1023.4,1018.9,1.0,1.0,16.0,22.1,No,No
2008-09-15,Perth,6.2,20.3,1.2,2.8,8.6,N,26.0,E,NNE,9.0,9.0,55.0,34.0,1023.0,1019.1,5.0,6.0,14.1,19.8,Yes,No
2012-05-13,Mildura,4.8,17.9,0.0,2.0,5.7,SSW,46.0,W,SSW,19.0,22.0,73.0,39.0,1024.1,1022.9,6.0,6.0,10.4,17.6,No,No
2011-09-24,Woomera,9.0,21.0,0.0,10.5,11.1,S,41.0,SSE,SSW,26.0,24.0,42.0,16.0,1023.8,1021.4,0.0,0.0,14.4,20.8,No,No
2013-05-31,Moree,10.0,24.8,0.0,3.8,9.7,NNE,31.0,E,NNE,22.0,19.0,66.0,35.0,1028.6,1023.3,3.0,5.0,16.6,23.5,No,No
2012-09-07,PerthAirport,6.8,19.5,0.0,2.2,10.6,ENE,54.0,ENE,E,20.0,28.0,52.0,40.0,1030.3,1025.9,0.0,1.0,12.7,18.7,No,No
2011-11-18,Darwin,23.3,32.9,30.6,7.0,11.3,WNW,28.0,ENE,WNW,9.0,15.0,71.0,51.0,1010.8,1006.1,6.0,2.0,28.7,32.1,Yes,No
2008-12-13,Darwin,25.7,32.3,2.8,6.0,3.9,WSW,31.0,WNW,SW,13.0,11.0,73.0,76.0,1008.1,1005.1,7.0,7.0,30.9,30.1,Yes,Yes
2012-01-21,Portland,15.1,20.5,0.0,8.0,11.4,SE,48.0,SE,SE,24.0,26.0,67.0,59.0,1019.8,1019.0,8.0,7.0,16.3,20.0,No,No
2010-06-07,CoffsHarbour,10.8,19.7,0.0,3.0,6.9,SSW,52.0,SW,SSW,24.0,24.0,51.0,54.0,1020.9,1020.1,1.0,7.0,16.4,18.5,No,No
2014-05-31,NorfolkIsland,15.8,19.1,8.8,2.6,5.7,S,43.0,S,S,17.0,24.0,74.0,64.0,1020.2,1019.4,4.0,3.0,18.0,18.2,Yes,Yes
2013-09-12,Sale,7.4,11.2,2.8,4.4,4.2,SW,59.0,W,SE,15.0,15.0,84.0,76.0,1016.4,1019.8,8.0,3.0,8.8,8.3,Yes,Yes
2010-07-09,MountGambier,0.3,12.5,0.2,0.8,7.8,NE,48.0,NE,NE,13.0,19.0,90.0,66.0,1027.0,1022.8,1.0,7.0,4.3,11.5,No,Yes
2008-11-25,Melbourne,10.3,26.2,0.0,4.4,13.3,S,39.0,W,ENE,7.0,11.0,63.0,37.0,1013.8,1011.2,1.0,1.0,15.3,25.0,No,No
2016-11-27,Darwin,24.6,34.2,0.0,0.4,10.9,NW,26.0,ENE,WNW,4.0,17.0,72.0,47.0,1010.3,1006.5,4.0,1.0,30.2,33.3,No,No
2010-02-01,Cairns,24.3,33.5,0.6,6.6,6.6,WNW,41.0,WNW,SSW,11.0,4.0,64.0,47.0,1001.9,998.3,6.0,6.0,28.3,33.0,No,No
2008-10-21,Melbourne,11.1,17.5,0.0,5.2,5.9,S,56.0,SW,S,26.0,33.0,44.0,49.0,1028.0,1027.4,7.0,5.0,13.6,15.9,No,Yes
2012-04-07,Moree,16.8,31.3,0.0,6.8,10.5,NNE,33.0,NNE,W,24.0,13.0,54.0,33.0,1018.0,1014.5,4.0,6.0,22.9,31.2,No,No
2012-04-03,Moree,12.0,32.7,0.0,7.6,11.2,SSW,50.0,NE,S,13.0,26.0,40.0,19.0,1016.6,1012.4,1.0,2.0,24.5,31.7,No,No
2012-03-24,Brisbane,18.5,27.9,0.0,4.2,9.2,ESE,28.0,SW,E,6.0,13.0,48.0,64.0,1010.9,1010.8,6.0,5.0,24.3,26.7,No,No
2009-05-30,PerthAirport,13.7,25.2,0.0,4.4,7.1,N,48.0,ENE,NE,24.0,13.0,55.0,39.0,1018.5,1015.8,7.0,7.0,16.2,24.2,No,No
2009-11-15,SydneyAirport,18.0,24.7,0.0,8.8,9.3,S,54.0,S,SSE,31.0,31.0,85.0,66.0,1012.3,1011.6,7.0,2.0,20.8,22.9,No,No
2016-07-23,Watsonia,6.6,11.1,2.2,3.4,5.9,W,57.0,W,WNW,19.0,20.0,65.0,66.0,1004.6,1008.7,3.0,7.0,7.9,9.0,Yes,Yes
2014-12-07,Perth,14.7,30.2,0.0,8.0,12.8,SW,30.0,ENE,WSW,7.0,15.0,50.0,41.0,1010.6,1007.5,7.0,3.0,24.5,28.0,No,No
2012-11-20,Mildura,12.3,33.7,0.0,9.6,11.8,NNE,46.0,NNE,N,30.0,24.0,27.0,7.0,1017.8,1013.9,7.0,5.0,22.5,31.4,No,No
2013-05-01,MelbourneAirport,7.9,16.7,0.0,2.6,3.1,SW,59.0,NW,SSW,15.0,30.0,63.0,70.0,1021.6,1021.7,7.0,4.0,12.3,13.5,No,Yes
2009-02-18,PerthAirport,17.4,32.0,0.0,8.0,12.5,E,57.0,ESE,SSE,26.0,24.0,58.0,27.0,1013.8,1010.2,1.0,0.0,19.5,29.6,No,No
2009-06-29,Mildura,9.6,20.5,0.0,2.6,7.6,NW,35.0,N,NNW,13.0,20.0,76.0,40.0,1009.6,1007.0,2.0,7.0,12.4,19.8,No,No
2015-04-14,Woomera,19.8,35.4,0.0,7.6,7.2,NNW,52.0,NE,NNW,17.0,24.0,22.0,8.0,1014.0,1011.1,4.0,2.0,25.7,34.7,No,No
2011-02-12,MelbourneAirport,13.5,18.9,6.6,10.4,8.8,SSE,41.0,SSE,S,28.0,24.0,73.0,50.0,1020.4,1019.8,7.0,7.0,14.4,18.0,Yes,No
2014-08-21,NorfolkIsland,15.5,18.1,0.4,4.4,7.9,SW,41.0,SW,S,20.0,24.0,71.0,69.0,1017.8,1017.6,3.0,6.0,17.4,17.2,No,No
2015-02-10,MelbourneAirport,14.9,31.1,0.0,6.8,12.5,NNE,41.0,WSW,S,7.0,22.0,75.0,41.0,1021.9,1019.0,1.0,1.0,19.6,29.5,No,No
2013-03-03,Moree,18.8,29.4,1.0,8.8,2.9,ESE,41.0,SSE,ESE,13.0,28.0,78.0,44.0,1013.0,1011.1,8.0,7.0,21.1,27.4,No,No
2009-02-04,Hobart,13.8,24.4,0.0,4.0,12.8,SE,31.0,N,SE,17.0,22.0,62.0,49.0,1013.4,1010.5,1.0,1.0,18.6,24.3,No,No
2014-12-27,Nuriootpa,10.1,27.5,0.0,8.0,13.6,NW,37.0,ESE,NW,17.0,11.0,50.0,14.0,1020.5,1017.0,2.0,1.0,15.7,25.7,No,No
2015-04-10,NorfolkIsland,20.3,24.9,5.6,2.8,6.8,NW,37.0,WNW,W,20.0,17.0,95.0,74.0,1015.4,1013.1,7.0,5.0,21.4,24.7,Yes,Yes
2017-01-07,Sydney,19.2,26.8,4.4,6.6,11.5,NE,43.0,S,NE,2.0,28.0,61.0,57.0,1018.4,1015.0,3.0,3.0,24.8,25.2,Yes,No
2009-06-03,Sale,7.4,16.4,0.6,0.4,0.4,E,41.0,ENE,E,13.0,19.0,89.0,81.0,1024.4,1019.8,7.0,7.0,13.2,15.7,No,No
2010-01-17,Portland,11.1,18.2,1.0,4.2,7.9,WSW,57.0,WSW,SW,28.0,35.0,63.0,53.0,1011.5,1012.6,6.0,6.0,14.8,15.5,No,Yes
2015-08-04,Williamtown,4.0,14.9,0.0,6.0,1.7,WNW,35.0,W,W,13.0,13.0,61.0,39.0,1022.8,1019.3,7.0,7.0,9.7,13.7,No,No
2011-11-12,SydneyAirport,19.2,25.6,0.0,9.0,8.1,NE,35.0,NNE,E,22.0,22.0,60.0,52.0,1019.4,1015.1,8.0,2.0,22.0,24.4,No,No
2009-01-13,AliceSprings,23.2,38.2,0.0,15.2,12.2,E,33.0,N,ENE,24.0,11.0,35.0,8.0,1009.7,1005.1,0.0,1.0,31.6,37.7,No,No
2008-07-20,Brisbane,7.5,22.9,0.0,3.4,9.0,NNE,30.0,SW,NNE,6.0,15.0,60.0,45.0,1020.6,1015.4,1.0,1.0,13.6,21.3,No,No
2017-06-09,Sydney,10.4,18.9,3.4,1.6,4.8,ESE,52.0,W,SSE,19.0,28.0,90.0,64.0,1027.6,1026.7,6.0,7.0,12.5,18.2,Yes,Yes
2013-10-19,Cairns,22.9,31.6,0.0,7.0,11.0,ESE,48.0,SSE,SE,24.0,30.0,59.0,49.0,1017.0,1013.9,3.0,2.0,27.9,29.8,No,No
2013-10-06,Mildura,10.0,23.5,0.0,5.8,9.6,W,41.0,SSW,WSW,20.0,20.0,70.0,37.0,1012.1,1010.3,1.0,2.0,14.1,21.4,No,No
2009-06-03,Nuriootpa,7.9,15.9,3.4,0.4,4.7,ENE,17.0,ESE,N,7.0,2.0,100.0,55.0,1021.5,1018.0,8.0,3.0,9.2,14.9,Yes,No
2015-07-18,Brisbane,6.9,19.4,0.0,5.0,10.0,WSW,22.0,WSW,NE,9.0,2.0,52.0,37.0,1023.4,1022.2,0.0,1.0,11.9,18.9,No,No
2009-12-16,Woomera,22.5,40.4,0.0,16.4,12.9,NNW,65.0,N,N,17.0,37.0,18.0,13.0,1013.2,1009.2,1.0,4.0,32.0,38.5,No,No
2014-05-10,SydneyAirport,12.0,24.4,0.0,2.2,5.2,N,28.0,NW,NW,20.0,19.0,74.0,41.0,1023.9,1019.8,3.0,7.0,15.3,22.6,No,No
2014-09-09,SydneyAirport,12.7,24.2,0.0,5.0,10.3,NE,52.0,N,NE,24.0,35.0,53.0,49.0,1019.0,1012.4,1.0,4.0,19.2,22.8,No,Yes
2012-10-02,Mildura,5.0,24.2,0.0,5.2,11.5,ESE,24.0,ESE,SSW,13.0,9.0,53.0,26.0,1034.0,1028.4,0.0,0.0,15.5,23.2,No,No
2011-08-11,Brisbane,9.7,21.0,0.0,4.6,4.5,ENE,17.0,WSW,NE,6.0,9.0,59.0,53.0,1010.4,1006.6,6.0,7.0,13.2,19.0,No,No
2013-10-01,AliceSprings,20.4,27.8,0.0,19.2,8.6,S,56.0,S,SE,26.0,15.0,41.0,23.0,1018.7,1014.5,7.0,5.0,20.5,26.3,No,No
2010-03-21,Cairns,21.9,30.5,0.0,5.0,9.7,NNE,39.0,W,N,11.0,20.0,65.0,72.0,1009.3,1006.8,5.0,7.0,28.0,29.2,No,Yes
2009-07-10,Canberra,0.7,13.6,0.0,0.8,3.6,ENE,26.0,ESE,ENE,7.0,11.0,90.0,50.0,1030.9,1025.8,6.0,6.0,7.2,13.0,No,No
2010-10-24,SydneyAirport,14.2,16.9,23.0,7.4,0.0,S,67.0,S,S,35.0,33.0,93.0,79.0,1021.1,1020.9,8.0,8.0,14.7,15.3,Yes,Yes
2012-08-15,Watsonia,2.8,14.4,2.4,2.2,5.0,NNW,41.0,N,NNW,19.0,19.0,99.0,58.0,1015.4,1012.0,7.0,7.0,7.7,13.3,Yes,Yes
2012-04-01,Portland,9.6,19.2,0.0,3.6,6.8,W,22.0,N,SSE,6.0,11.0,75.0,53.0,1020.0,1018.1,8.0,6.0,15.5,17.7,No,No
2011-01-19,Portland,13.1,18.3,0.2,3.4,6.9,SSW,24.0,S,S,11.0,11.0,61.0,63.0,1013.8,1014.4,7.0,6.0,15.8,17.4,No,No
2012-07-03,NorfolkIsland,15.2,18.8,2.8,2.8,7.6,W,46.0,W,WNW,22.0,28.0,51.0,61.0,1012.5,1011.2,1.0,6.0,17.5,17.7,Yes,No
2015-03-21,Brisbane,24.7,30.3,0.2,5.8,1.9,E,57.0,NE,NW,4.0,6.0,80.0,98.0,1017.6,1016.5,7.0,8.0,26.5,22.3,No,Yes
2009-02-13,WaggaWagga,13.4,26.6,8.0,7.0,9.6,E,61.0,E,E,33.0,26.0,43.0,26.0,1022.1,1019.0,4.0,6.0,18.7,25.2,Yes,No
2009-10-09,Brisbane,13.3,26.5,0.0,6.6,11.7,ESE,31.0,SSW,E,11.0,19.0,34.0,41.0,1022.1,1018.5,1.0,2.0,21.1,23.6,No,No
2011-08-06,Moree,14.2,22.6,0.0,5.0,6.6,NNE,41.0,NNE,N,26.0,20.0,73.0,38.0,1025.0,1019.9,7.0,6.0,14.9,21.5,No,No
2009-05-31,SydneyAirport,13.1,19.6,5.2,1.2,2.8,SE,50.0,E,E,28.0,28.0,47.0,53.0,1033.3,1031.9,3.0,7.0,17.9,17.8,Yes,No
2008-10-26,Hobart,14.5,26.0,0.0,4.6,9.0,N,57.0,NNW,ESE,20.0,17.0,31.0,67.0,1004.9,1007.2,1.0,8.0,24.5,16.9,No,No
2009-09-13,Cairns,22.3,30.2,0.0,10.0,10.4,SE,39.0,SE,ESE,20.0,30.0,49.0,36.0,1020.2,1017.3,3.0,2.0,26.2,28.3,No,No
2011-09-13,MelbourneAirport,8.0,19.3,0.0,3.0,7.1,N,57.0,NNW,N,24.0,39.0,59.0,39.0,1024.6,1019.1,7.0,7.0,12.1,17.9,No,No
2014-10-23,Portland,12.2,15.3,0.0,6.6,6.3,SE,41.0,SE,ESE,22.0,19.0,91.0,82.0,1021.0,1017.6,8.0,8.0,12.5,14.9,No,No
2015-08-03,SydneyAirport,9.3,19.9,0.0,5.4,10.1,WSW,56.0,NNW,WSW,22.0,35.0,34.0,30.0,1015.1,1013.9,1.0,1.0,13.7,17.1,No,No
2010-03-28,Woomera,22.8,33.9,0.0,10.2,2.5,SSW,56.0,NNW,WNW,20.0,22.0,30.0,20.0,1011.6,1008.9,3.0,7.0,26.9,32.6,No,No
2016-03-02,Nuriootpa,14.2,36.3,0.0,9.8,9.8,WSW,41.0,NE,W,9.0,17.0,30.0,11.0,1017.1,1015.5,2.0,4.0,25.5,34.9,No,No
2012-04-04,MountGambier,12.4,27.0,0.2,3.6,8.2,W,37.0,N,W,17.0,22.0,97.0,50.0,1017.2,1014.9,7.0,7.0,16.1,24.9,No,No
2013-07-20,Woomera,7.0,13.5,0.0,1.6,2.9,SW,43.0,WSW,WSW,24.0,22.0,82.0,55.0,1019.5,1017.6,0.0,6.0,9.5,12.8,No,No
2010-05-15,Melbourne,12.6,17.7,0.0,1.2,4.7,SSE,19.0,NNW,SSE,4.0,6.0,70.0,61.0,1020.4,1017.9,7.0,6.0,13.3,15.9,No,No
2014-11-11,MelbourneAirport,9.3,18.3,0.0,7.6,11.2,SSE,43.0,SE,S,26.0,24.0,49.0,43.0,1024.1,1021.6,7.0,1.0,14.3,16.8,No,No
2014-03-02,Nuriootpa,14.5,27.1,0.0,5.8,11.9,ESE,31.0,E,E,17.0,15.0,68.0,37.0,1021.2,1019.8,0.0,2.0,17.8,26.0,No,No
2015-11-09,Williamtown,12.7,22.1,3.8,3.2,11.9,SE,33.0,SSW,SE,7.0,22.0,64.0,53.0,1021.0,1017.9,5.0,6.0,19.7,21.9,Yes,No
2015-06-22,Moree,5.1,19.6,0.0,2.2,10.0,ENE,30.0,E,NNW,19.0,11.0,72.0,46.0,1028.6,1026.1,0.0,2.0,11.5,18.6,No,No
2017-01-19,Watsonia,10.0,25.7,0.0,8.8,11.8,WSW,24.0,SSW,WSW,13.0,13.0,62.0,39.0,1013.8,1008.8,2.0,1.0,15.7,24.9,No,Yes
2013-07-14,Brisbane,11.6,19.6,1.6,2.2,2.3,WSW,15.0,SSW,SW,4.0,2.0,95.0,71.0,1027.4,1025.1,7.0,7.0,13.0,18.4,Yes,No
2009-02-27,CoffsHarbour,18.4,26.1,2.4,6.2,11.2,S,46.0,SW,SSE,28.0,28.0,62.0,55.0,1015.5,1014.3,2.0,2.0,21.7,25.2,Yes,No
2013-01-06,Moree,22.3,36.9,0.0,11.6,13.3,NE,39.0,NNE,E,26.0,19.0,56.0,29.0,1017.6,1014.1,0.0,3.0,25.8,34.5,No,No
2015-11-25,WaggaWagga,9.8,33.6,0.0,8.0,13.5,NNW,57.0,E,N,13.0,31.0,34.0,10.0,1012.2,1004.9,1.0,4.0,20.9,32.3,No,No
2011-09-19,NorfolkIsland,14.2,20.4,0.0,3.6,9.4,WNW,50.0,WNW,WNW,31.0,28.0,76.0,77.0,1020.3,1018.8,1.0,1.0,18.4,20.0,No,No
2016-11-20,Melbourne,11.9,33.3,0.0,5.8,9.6,N,33.0,E,SSW,2.0,6.0,65.0,56.0,1017.8,1013.4,7.0,6.0,18.2,25.4,No,No
2010-04-13,Melbourne,13.1,17.8,0.6,3.6,0.0,WSW,33.0,SW,SSW,20.0,19.0,57.0,59.0,1025.8,1024.1,8.0,7.0,15.1,16.6,No,No
2015-11-08,Hobart,7.2,26.6,0.8,5.2,7.8,NNW,50.0,NW,NW,15.0,22.0,56.0,18.0,1018.9,1014.6,4.0,3.0,13.0,24.5,No,No
2014-08-08,Sydney,9.1,18.1,0.0,2.6,4.0,WNW,24.0,W,ESE,17.0,15.0,76.0,64.0,1032.1,1029.6,7.0,3.0,10.9,16.9,No,No
2013-05-31,Cairns,20.6,27.4,16.8,6.2,7.3,SSE,56.0,SSE,SE,28.0,35.0,75.0,65.0,1017.8,1015.7,4.0,5.0,24.2,25.5,Yes,Yes
2013-10-16,Sydney,12.7,28.3,0.0,6.4,11.7,NE,48.0,NNE,ENE,9.0,35.0,33.0,32.0,1018.9,1012.4,1.0,1.0,21.1,25.1,No,No
2016-10-16,Mildura,14.7,22.7,0.0,9.8,5.6,W,44.0,N,W,20.0,24.0,34.0,38.0,1003.3,1004.2,8.0,8.0,20.3,20.3,No,Yes
2016-12-01,PerthAirport,11.0,25.2,0.0,9.0,10.2,SW,41.0,SE,SW,13.0,28.0,53.0,38.0,1016.4,1013.5,7.0,7.0,20.0,23.2,No,No
2009-08-05,Sale,4.4,16.6,1.4,1.8,7.8,W,35.0,SW,W,7.0,20.0,99.0,42.0,1019.8,1016.8,6.0,7.0,8.2,16.2,Yes,No
2009-07-27,Cairns,16.7,28.1,0.0,4.6,2.0,SE,35.0,ESE,ESE,19.0,26.0,74.0,42.0,1016.5,1013.4,5.0,1.0,20.6,26.8,No,No
2015-02-11,SydneyAirport,22.1,30.7,0.2,5.8,11.3,NE,46.0,NE,ENE,22.0,30.0,61.0,48.0,1023.5,1020.8,6.0,2.0,27.1,28.1,No,No
2010-06-18,Hobart,7.0,15.7,0.0,2.8,4.1,NW,50.0,NNW,NNW,17.0,26.0,60.0,60.0,1002.0,1000.0,6.0,7.0,9.3,14.0,No,No
2013-11-30,SydneyAirport,14.4,21.6,8.4,3.4,7.3,SSW,56.0,S,S,30.0,28.0,64.0,56.0,1018.8,1019.7,7.0,2.0,18.2,19.8,Yes,No
2016-03-18,Hobart,14.9,17.4,5.0,7.2,0.0,SSW,74.0,SSE,SSW,9.0,39.0,93.0,71.0,989.9,992.5,8.0,8.0,17.1,13.6,Yes,Yes
2010-03-23,Moree,17.7,34.3,0.0,7.8,11.3,W,43.0,NE,W,24.0,19.0,72.0,13.0,1017.9,1015.2,2.0,1.0,23.8,33.2,No,No
2012-01-25,WaggaWagga,19.0,32.8,0.0,9.0,11.3,ENE,52.0,E,E,19.0,24.0,47.0,27.0,1012.6,1009.4,6.0,7.0,24.9,31.7,No,No
2011-07-03,Cairns,18.4,25.6,2.0,3.6,4.7,SE,37.0,S,SE,17.0,22.0,75.0,52.0,1018.1,1016.2,4.0,7.0,20.9,23.8,Yes,No
2012-07-22,SydneyAirport,10.2,16.4,6.0,3.6,6.8,SE,59.0,SW,S,24.0,30.0,88.0,59.0,1029.6,1027.6,6.0,6.0,12.9,15.4,Yes,No
2009-01-16,Sale,12.7,21.2,0.4,8.4,8.7,WSW,69.0,W,W,28.0,39.0,91.0,25.0,1014.8,1015.7,7.0,4.0,13.0,20.3,No,No
2011-11-30,NorfolkIsland,18.8,23.6,0.0,7.4,7.7,ENE,44.0,E,E,30.0,28.0,64.0,73.0,1021.8,1020.3,6.0,7.0,22.0,22.9,No,No
2010-07-04,AliceSprings,6.8,15.5,0.0,2.2,2.2,E,19.0,ENE,SSE,13.0,9.0,77.0,48.0,1024.2,1021.1,7.0,7.0,8.3,15.0,No,Yes
2011-02-22,WaggaWagga,10.3,25.6,0.0,6.2,12.1,SE,28.0,SE,SE,15.0,17.0,56.0,41.0,1020.8,1019.8,1.0,5.0,16.3,24.6,No,No
2014-09-03,Townsville,14.1,29.2,0.0,6.0,11.2,SW,39.0,SSW,SSE,30.0,20.0,22.0,11.0,1017.6,1012.9,0.0,0.0,22.3,28.4,No,No
2011-12-20,AliceSprings,20.8,40.9,0.0,9.2,13.0,SE,37.0,ENE,ESE,9.0,13.0,39.0,16.0,1008.4,1004.0,1.0,5.0,32.2,38.8,No,Yes
2011-09-12,MountGambier,7.8,15.2,0.2,3.4,3.8,WNW,35.0,NNW,WNW,11.0,20.0,75.0,55.0,1026.3,1024.3,8.0,7.0,10.5,13.8,No,Yes
2010-07-18,Hobart,9.4,14.6,0.2,2.4,3.1,NNW,48.0,NNW,NW,24.0,17.0,74.0,38.0,1008.8,1008.3,7.0,7.0,9.8,14.1,No,Yes
2017-05-03,Melbourne,7.4,15.3,0.8,2.6,5.7,SSW,20.0,NNE,SSW,9.0,7.0,76.0,59.0,1030.8,1029.5,6.0,5.0,9.9,14.6,No,No
2017-02-21,Hobart,9.9,21.0,3.0,1.4,12.0,ESE,35.0,NNE,NE,9.0,13.0,60.0,33.0,1017.3,1016.7,3.0,1.0,14.4,20.5,Yes,No
2014-03-30,Nuriootpa,9.5,31.3,0.0,4.8,9.5,WSW,28.0,NNE,WSW,11.0,19.0,83.0,19.0,1018.9,1016.5,5.0,5.0,15.9,30.3,No,No
2010-09-10,Mildura,8.5,18.4,0.2,4.2,10.2,W,50.0,W,WSW,26.0,24.0,64.0,41.0,1010.0,1011.0,1.0,5.0,12.1,17.9,No,No
2013-06-02,Moree,13.4,17.0,5.8,4.4,3.4,WSW,52.0,W,W,17.0,28.0,97.0,84.0,1013.9,1012.0,8.0,7.0,13.4,15.5,Yes,Yes
2013-08-09,NorfolkIsland,13.2,19.0,40.6,4.2,0.8,ENE,46.0,NE,NNW,26.0,20.0,89.0,87.0,1008.2,1004.6,7.0,7.0,17.7,16.5,Yes,Yes
2015-11-07,WaggaWagga,12.3,22.4,5.2,2.6,13.1,SW,46.0,WSW,SW,17.0,26.0,71.0,40.0,1014.1,1013.4,3.0,1.0,15.9,21.3,Yes,No
2014-10-02,Townsville,15.8,27.7,0.0,8.4,11.5,NE,31.0,ENE,NE,13.0,20.0,56.0,47.0,1017.5,1015.1,1.0,1.0,24.8,26.2,No,No
2016-03-03,Cairns,25.5,30.8,3.4,9.6,2.3,SE,52.0,S,SSE,11.0,24.0,87.0,72.0,1011.7,1008.8,4.0,7.0,26.5,29.5,Yes,Yes
2012-09-19,Darwin,22.6,33.1,0.0,5.6,10.7,NNE,35.0,S,N,7.0,22.0,76.0,44.0,1014.2,1009.1,3.0,4.0,27.1,32.1,No,No
2012-08-18,AliceSprings,1.7,19.4,0.0,6.0,8.8,E,35.0,E,ESE,17.0,22.0,49.0,28.0,1023.5,1020.3,6.0,7.0,10.8,17.4,No,No
2012-10-10,Melbourne,7.3,15.8,6.4,3.8,6.4,WSW,31.0,W,NW,15.0,11.0,71.0,36.0,1012.6,1009.1,6.0,7.0,9.9,14.6,Yes,Yes
2013-08-07,Watsonia,4.2,13.6,0.0,2.2,2.5,WSW,37.0,NE,N,7.0,15.0,81.0,56.0,1011.5,1007.8,7.0,7.0,9.2,13.1,No,Yes
2010-12-30,MountGambier,7.8,30.2,0.0,4.6,14.0,SSW,33.0,ESE,S,19.0,20.0,65.0,50.0,1017.9,1015.6,1.0,0.0,16.5,23.9,No,No
2015-01-16,Watsonia,9.8,28.6,0.0,4.2,11.7,W,46.0,NW,W,9.0,17.0,61.0,32.0,1009.8,1005.4,7.0,2.0,16.8,25.7,No,No
2014-01-07,Sale,9.9,19.6,0.0,7.6,6.5,ESE,43.0,W,SW,20.0,13.0,59.0,40.0,1023.8,1022.8,7.0,5.0,13.8,18.5,No,No
2015-03-16,Portland,8.5,20.8,0.0,6.0,4.6,ENE,33.0,ENE,ENE,9.0,11.0,89.0,58.0,1015.6,1012.1,7.0,8.0,13.7,20.1,No,No
2010-12-01,Sale,14.5,22.4,2.2,1.0,1.8,E,52.0,E,E,30.0,39.0,93.0,71.0,1018.1,1015.6,8.0,7.0,18.1,21.6,Yes,No
2016-07-16,Brisbane,14.0,18.2,0.0,3.0,0.0,SE,24.0,S,S,6.0,4.0,63.0,87.0,1028.2,1026.5,8.0,8.0,17.2,15.6,No,Yes
2016-11-08,Darwin,28.8,33.8,0.0,9.8,11.4,WNW,37.0,W,WNW,19.0,26.0,68.0,61.0,1011.3,1007.6,5.0,5.0,31.0,33.2,No,No
2013-12-04,Watsonia,16.6,20.9,11.0,5.6,1.7,W,44.0,N,SW,15.0,13.0,77.0,100.0,1000.8,1002.1,8.0,8.0,20.9,13.4,Yes,Yes
2009-07-31,Darwin,17.0,30.6,0.0,7.8,10.5,ESE,48.0,SE,SE,24.0,20.0,36.0,20.0,1015.8,1011.8,1.0,2.0,21.5,29.2,No,No
2013-09-15,Townsville,16.9,28.4,0.0,6.8,11.1,ENE,35.0,NNE,ENE,15.0,19.0,58.0,54.0,1016.8,1012.8,3.0,1.0,26.0,27.4,No,No
2008-12-12,Darwin,25.8,33.4,0.6,4.6,6.7,W,41.0,S,SSW,7.0,19.0,72.0,76.0,1007.4,1005.0,7.0,7.0,29.9,29.4,No,Yes
2013-07-06,Brisbane,12.5,25.4,0.0,2.0,9.7,ENE,13.0,WSW,NNE,6.0,6.0,82.0,31.0,1021.7,1019.1,1.0,1.0,16.1,24.4,No,No
