,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Temp9am,RainToday,RainTomorrow
613,7.8,15.2,0.2,3.4,3.8,WNW,35.0,NNW,WNW,11.0,20.0,75.0,55.0,1026.3,8.0,10.5,No,Yes
614,9.4,14.6,0.2,2.4,3.1,NNW,48.0,NNW,NW,24.0,17.0,74.0,38.0,1008.8,7.0,9.8,No,Yes
615,7.4,15.3,0.8,2.6,5.7,SSW,20.0,NNE,SSW,9.0,7.0,76.0,59.0,1030.8,6.0,9.9,No,No
616,9.9,21.0,3.0,1.4,12.0,ESE,35.0,NNE,NE,9.0,13.0,60.0,33.0,1017.3,3.0,14.4,Yes,No
617,9.5,31.3,0.0,4.8,9.5,WSW,28.0,NNE,WSW,11.0,19.0,83.0,19.0,1018.9,5.0,15.9,No,No
618,8.5,18.4,0.2,4.2,10.2,W,50.0,W,WSW,26.0,24.0,64.0,41.0,1010.0,1.0,12.1,No,No
619,13.4,17.0,5.8,4.4,3.4,WSW,52.0,W,W,17.0,28.0,97.0,84.0,1013.9,8.0,13.4,Yes,Yes
620,13.2,19.0,40.6,4.2,0.8,ENE,46.0,NE,NNW,26.0,20.0,89.0,87.0,1008.2,7.0,17.7,Yes,Yes
621,12.3,22.4,5.2,2.6,13.1,SW,46.0,WSW,SW,17.0,26.0,71.0,40.0,1014.1,3.0,15.9,Yes,No
622,15.8,27.7,0.0,8.4,11.5,NE,31.0,ENE,NE,13.0,20.0,56.0,47.0,1017.5,1.0,24.8,No,No
623,25.5,30.8,3.4,9.6,2.3,SE,52.0,S,SSE,11.0,24.0,87.0,72.0,1011.7,4.0,26.5,Yes,Yes
624,22.6,33.1,0.0,5.6,10.7,NNE,35.0,S,N,7.0,22.0,76.0,44.0,1014.2,3.0,27.1,No,No
625,1.7,19.4,0.0,6.0,8.8,E,35.0,E,ESE,17.0,22.0,49.0,28.0,1023.5,6.0,10.8,No,No
626,7.3,15.8,6.4,3.8,6.4,WSW,31.0,W,NW,15.0,11.0,71.0,36.0,1012.6,6.0,9.9,Yes,Yes
627,4.2,13.6,0.0,2.2,2.5,WSW,37.0,NE,N,7.0,15.0,81.0,56.0,1011.5,7.0,9.2,No,Yes
628,7.8,30.2,0.0,4.6,14.0,SSW,33.0,ESE,S,19.0,20.0,65.0,50.0,1017.9,1.0,16.5,No,No
629,9.8,28.6,0.0,4.2,11.7,W,46.0,NW,W,9.0,17.0,61.0,32.0,1009.8,7.0,16.8,No,No
630,9.9,19.6,0.0,7.6,6.5,ESE,43.0,W,SW,20.0,13.0,59.0,40.0,1023.8,7.0,13.8,No,No
631,8.5,20.8,0.0,6.0,4.6,ENE,33.0,ENE,ENE,9.0,11.0,89.0,58.0,1015.6,7.0,13.7,No,No
632,14.5,22.4,2.2,1.0,1.8,E,52.0,E,E,30.0,39.0,93.0,71.0,1018.1,8.0,18.1,Yes,No
633,14.0,18.2,0.0,3.0,0.0,SE,24.0,S,S,6.0,4.0,63.0,87.0,1028.2,8.0,17.2,No,Yes
634,28.8,33.8,0.0,9.8,11.4,WNW,37.0,W,WNW,19.0,26.0,68.0,61.0,1011.3,5.0,31.0,No,No
635,16.6,20.9,11.0,5.6,1.7,W,44.0,N,SW,15.0,13.0,77.0,100.0,1000.8,8.0,20.9,Yes,Yes
636,17.0,30.6,0.0,7.8,10.5,ESE,48.0,SE,SE,24.0,20.0,36.0,20.0,1015.8,1.0,21.5,No,No
637,16.9,28.4,0.0,6.8,11.1,ENE,35.0,NNE,ENE,15.0,19.0,58.0,54.0,1016.8,3.0,26.0,No,No
638,25.8,33.4,0.6,4.6,6.7,W,41.0,S,SSW,7.0,19.0,72.0,76.0,1007.4,7.0,29.9,No,Yes
639,12.5,25.4,0.0,2.0,9.7,ENE,13.0,WSW,NNE,6.0,6.0,82.0,31.0,1021.7,1.0,16.1,No,No
640,13.3,23.6,0.0,11.4,8.2,SW,48.0,ESE,WNW,19.0,19.0,67.0,32.0,1016.2,6.0,15.7,No,Yes
641,14.4,30.5,0.0,4.8,11.0,ESE,39.0,E,SE,24.0,24.0,27.0,16.0,1016.5,6.0,21.0,No,No
642,19.9,29.1,0.0,5.2,12.9,NNE,57.0,N,NE,11.0,39.0,61.0,65.0,1008.8,5.0,27.7,No,No
643,8.3,16.6,1.2,1.4,3.9,SW,31.0,SW,S,20.0,15.0,65.0,61.0,1016.9,5.0,12.5,Yes,No
644,9.8,23.9,0.0,4.4,10.5,SE,35.0,ENE,NNE,15.0,13.0,53.0,29.0,1017.8,3.0,15.5,No,No
645,23.7,30.1,0.8,6.4,0.2,WSW,52.0,NW,N,26.0,30.0,85.0,71.0,1007.1,8.0,24.2,No,Yes
646,18.1,25.4,0.0,9.8,10.8,ENE,48.0,SSE,ENE,13.0,20.0,58.0,48.0,1019.5,3.0,20.9,No,No
647,15.4,34.9,0.0,11.0,13.1,SSW,37.0,E,SW,9.0,17.0,37.0,21.0,1020.5,0.0,26.1,No,No
648,11.3,14.8,1.4,3.4,9.2,WNW,46.0,WSW,SSW,20.0,20.0,82.0,61.0,1016.9,7.0,13.5,Yes,No
649,21.7,27.4,2.6,3.6,2.8,NNE,43.0,N,NNE,15.0,31.0,76.0,74.0,1015.3,7.0,23.4,Yes,No
650,5.0,22.0,0.0,3.8,5.4,W,59.0,NW,WSW,19.0,28.0,56.0,51.0,1008.2,7.0,15.7,No,No
651,14.4,25.7,0.0,2.6,1.3,NW,31.0,NNE,NNW,9.0,9.0,79.0,38.0,1013.5,8.0,17.6,No,Yes
652,8.2,18.1,0.0,1.4,7.3,ESE,30.0,ESE,E,11.0,11.0,80.0,54.0,1033.5,6.0,11.9,No,No
653,16.8,27.7,0.2,6.6,8.4,ENE,41.0,S,ENE,19.0,28.0,82.0,52.0,1019.3,6.0,21.6,No,No
654,13.0,28.1,0.0,9.8,12.8,ESE,54.0,ESE,SE,24.0,28.0,43.0,18.0,1022.5,1.0,19.1,No,No
655,16.0,22.3,0.0,9.4,8.8,W,65.0,W,W,13.0,31.0,63.0,24.0,1005.3,1.0,17.6,No,No
656,19.6,32.3,0.0,10.4,12.6,E,31.0,E,SW,7.0,15.0,55.0,44.0,1009.8,0.0,25.3,No,No
657,10.0,32.7,0.0,4.6,9.8,E,26.0,E,E,15.0,9.0,76.0,16.0,1018.0,4.0,15.9,No,No
658,3.7,20.4,0.0,1.8,9.4,ENE,35.0,NNE,ESE,11.0,9.0,56.0,33.0,1032.1,0.0,11.1,No,No
659,6.3,19.8,0.4,2.0,6.4,WSW,39.0,NNE,N,11.0,28.0,97.0,46.0,1013.0,7.0,8.9,No,Yes
660,6.7,18.1,0.4,2.6,10.2,N,28.0,N,N,7.0,17.0,81.0,46.0,1037.8,0.0,10.4,No,No
661,6.1,25.7,0.0,5.3,10.7,WSW,33.0,NNW,SW,7.0,20.0,63.0,32.0,1020.3,5.0,15.2,No,No
662,12.5,27.1,0.0,7.0,9.4,SE,39.0,E,SE,11.0,15.0,69.0,28.0,1021.9,6.0,16.2,No,No
663,16.9,27.0,0.0,11.0,12.6,WSW,44.0,W,WSW,24.0,26.0,68.0,50.0,1014.0,1.0,24.2,No,No
664,2.6,14.5,0.0,1.6,6.7,W,46.0,W,W,30.0,28.0,67.0,49.0,1013.9,8.0,12.0,No,No
665,20.2,25.4,0.0,8.0,6.2,WNW,54.0,W,W,17.0,20.0,43.0,90.0,1014.1,7.0,23.7,No,Yes
666,22.6,30.2,0.0,7.8,9.9,NE,57.0,N,NE,24.0,43.0,66.0,63.0,1014.4,2.0,26.3,No,No
667,13.7,24.5,0.0,10.6,9.1,NNW,46.0,NNW,SE,24.0,28.0,51.0,59.0,1009.5,1.0,18.8,No,No
668,24.8,31.0,13.2,3.4,8.3,E,33.0,S,E,13.0,19.0,78.0,68.0,1012.3,5.0,27.6,Yes,No
669,17.4,27.0,1.0,2.0,5.5,SSW,30.0,ENE,W,7.0,15.0,80.0,51.0,1013.8,7.0,21.0,No,No
670,9.5,30.1,0.0,4.6,9.3,SW,54.0,E,SSE,13.0,20.0,73.0,51.0,1009.0,1.0,16.7,No,No
671,8.8,14.1,0.0,0.8,0.1,NW,20.0,NW,NW,11.0,9.0,64.0,63.0,1031.9,7.0,11.7,No,No
672,7.6,17.4,0.0,2.6,5.2,W,19.0,SSW,WNW,4.0,7.0,80.0,49.0,1019.6,7.0,10.5,No,No
673,14.9,35.8,0.0,11.8,10.7,SSW,43.0,NE,N,11.0,20.0,27.0,11.0,1013.3,1.0,25.4,No,No
674,11.8,23.8,0.0,4.0,8.6,S,17.0,SW,SSE,7.0,6.0,63.0,45.0,1025.0,1.0,17.2,No,No
675,9.2,14.8,6.6,6.0,0.3,NW,54.0,N,NW,11.0,31.0,96.0,92.0,1008.9,8.0,10.1,Yes,Yes
676,3.1,13.6,0.2,0.4,4.4,N,26.0,N,N,19.0,13.0,94.0,64.0,1031.4,7.0,8.2,No,No
677,5.9,18.0,0.4,0.8,6.7,NNW,26.0,N,N,15.0,13.0,92.0,65.0,1028.0,3.0,9.4,No,No
678,7.3,23.1,0.0,5.2,6.6,SSW,52.0,N,SW,19.0,20.0,54.0,55.0,1015.4,7.0,17.2,No,Yes
679,23.9,31.9,9.4,6.6,6.4,ENE,39.0,E,E,15.0,26.0,71.0,69.0,1013.8,6.0,29.1,Yes,Yes
680,12.4,18.7,0.0,5.0,9.1,W,37.0,W,W,15.0,24.0,44.0,47.0,1018.8,2.0,17.1,No,No
681,7.9,13.8,5.0,1.0,3.3,WSW,39.0,SW,SSW,13.0,19.0,72.0,68.0,1014.5,7.0,11.1,Yes,No
682,25.5,34.4,0.0,6.2,5.1,ESE,30.0,E,E,9.0,33.0,84.0,90.0,1010.3,7.0,27.8,No,Yes
683,15.0,20.2,8.0,4.0,0.3,ENE,41.0,ENE,E,22.0,28.0,77.0,77.0,1025.5,7.0,18.0,Yes,No
684,20.0,22.5,3.8,4.8,0.0,SE,54.0,SSW,SSW,26.0,28.0,91.0,96.0,1014.2,8.0,20.2,Yes,Yes
685,10.2,29.2,0.0,5.6,11.8,WSW,59.0,N,NNW,20.0,24.0,50.0,23.0,1011.0,5.0,19.0,No,No
686,5.2,10.4,3.2,0.6,0.2,WSW,28.0,SW,W,17.0,13.0,96.0,85.0,1027.4,8.0,7.4,Yes,No
687,13.3,22.1,0.0,4.6,11.3,SSW,37.0,ESE,SSW,9.0,15.0,60.0,49.0,1022.6,6.0,16.0,No,No
688,2.5,15.2,6.0,2.6,6.1,NNE,39.0,NNE,NNE,20.0,30.0,85.0,53.0,1023.9,5.0,7.1,Yes,No
689,26.5,34.6,0.0,8.0,11.3,NW,35.0,SE,NW,4.0,24.0,61.0,55.0,1011.4,3.0,31.2,No,No
690,16.7,25.3,0.0,6.2,12.5,ESE,46.0,ESE,ESE,24.0,26.0,56.0,45.0,1016.2,6.0,20.3,No,No
691,20.1,27.3,9.4,6.2,5.0,WSW,39.0,WSW,SW,20.0,20.0,82.0,82.0,1014.0,7.0,24.2,Yes,Yes
692,12.9,36.1,0.0,8.0,11.9,ESE,35.0,ENE,ESE,13.0,15.0,10.0,9.0,1018.4,1.0,27.0,No,No
693,16.0,29.0,0.0,7.0,10.9,E,41.0,ESE,E,20.0,13.0,53.0,26.0,1015.6,1.0,20.3,No,No
694,24.4,27.5,37.4,6.4,0.0,NW,39.0,SSW,ENE,11.0,11.0,96.0,88.0,1010.8,8.0,25.4,Yes,Yes
695,14.3,23.0,0.0,7.0,10.2,S,43.0,NNE,S,11.0,31.0,67.0,51.0,1013.0,6.0,18.1,No,Yes
696,5.2,14.3,0.0,1.8,5.2,S,37.0,WSW,S,4.0,22.0,98.0,91.0,1023.3,1.0,10.7,No,Yes
697,20.6,27.1,3.0,6.2,8.4,SSE,57.0,SSE,SE,26.0,41.0,80.0,65.0,1017.3,7.0,22.9,Yes,Yes
698,0.3,16.0,8.2,5.4,11.8,NW,57.0,NNW,N,11.0,28.0,68.0,45.0,1016.8,1.0,6.9,Yes,No
699,14.2,21.9,0.0,6.8,6.7,WSW,39.0,WSW,SSW,13.0,19.0,79.0,59.0,1017.9,3.0,15.6,No,No
700,6.6,13.2,7.2,2.4,3.1,WSW,37.0,W,W,7.0,15.0,100.0,66.0,1019.2,8.0,9.0,Yes,No
701,3.9,16.4,0.4,2.6,8.2,N,22.0,NE,NE,13.0,15.0,90.0,59.0,1018.0,0.0,7.2,No,No
702,21.9,27.7,0.0,5.6,1.9,NNE,43.0,E,E,17.0,11.0,90.0,75.0,1008.7,8.0,22.4,No,Yes
703,12.1,27.1,0.0,7.8,11.2,WSW,30.0,WSW,WNW,11.0,13.0,25.0,16.0,1018.1,0.0,19.1,No,No
704,14.9,22.9,0.0,5.4,0.0,N,28.0,NNE,NW,13.0,4.0,51.0,99.0,1020.2,8.0,20.8,No,Yes
705,6.7,18.9,16.8,2.6,9.9,W,33.0,WNW,W,24.0,24.0,74.0,41.0,1019.6,0.0,11.5,Yes,No
706,13.8,28.8,0.0,5.8,11.5,N,39.0,N,NNE,22.0,19.0,66.0,30.0,1029.5,2.0,17.6,No,No
707,15.5,18.9,0.0,2.2,8.6,SW,48.0,WSW,WSW,22.0,28.0,63.0,65.0,1020.9,3.0,16.9,No,No
708,21.0,23.5,2.6,5.0,0.6,N,65.0,N,WNW,37.0,20.0,86.0,70.0,1003.5,7.0,21.2,Yes,Yes
709,22.9,28.8,13.8,3.4,1.4,E,39.0,ESE,E,20.0,15.0,85.0,76.0,1013.2,7.0,24.9,Yes,No
710,15.8,25.5,0.0,7.0,12.6,ESE,26.0,SSE,ESE,13.0,17.0,62.0,56.0,1023.3,2.0,23.6,No,No
711,3.8,20.7,0.0,3.4,8.5,NNW,43.0,ENE,N,7.0,20.0,85.0,37.0,1013.8,4.0,8.7,No,Yes
712,5.6,15.7,2.4,2.8,4.8,SW,37.0,WSW,SSE,19.0,17.0,66.0,56.0,1019.5,7.0,10.4,Yes,No
713,8.8,16.2,0.0,1.8,7.0,NW,56.0,NNW,NW,24.0,15.0,72.0,53.0,1025.1,4.0,12.6,No,No
714,6.5,18.1,0.6,0.2,6.9,ESE,31.0,ENE,ESE,7.0,24.0,81.0,55.0,1018.9,5.0,12.5,No,No
715,3.5,11.0,1.0,2.0,3.5,SSW,44.0,WSW,SW,7.0,20.0,90.0,99.0,1027.0,7.0,7.7,No,Yes
716,8.9,16.5,0.0,3.2,8.7,SW,52.0,WSW,SW,6.0,22.0,44.0,42.0,1021.3,2.0,13.6,No,No
717,8.5,24.8,0.0,6.0,12.5,SW,35.0,SSE,SW,7.0,7.0,40.0,20.0,1026.4,0.0,16.3,No,No
718,21.0,25.7,0.0,13.4,12.4,W,76.0,SW,WSW,20.0,28.0,21.0,16.0,1002.9,1.0,25.7,No,No
719,4.9,19.8,0.0,3.4,10.5,NNW,30.0,NNE,W,9.0,13.0,55.0,35.0,1033.7,0.0,13.4,No,No
720,7.1,17.3,0.0,3.8,8.3,W,43.0,NW,WNW,13.0,30.0,49.0,27.0,1018.3,3.0,12.2,No,No
721,13.1,27.7,0.0,3.6,11.3,S,37.0,ESE,SSW,13.0,28.0,76.0,54.0,1016.7,1.0,18.1,No,No
722,18.3,32.0,7.6,3.6,6.4,SSW,46.0,ENE,ESE,9.0,7.0,75.0,47.0,1011.3,7.0,22.4,Yes,Yes
723,12.7,23.4,0.6,5.0,10.6,NW,46.0,WSW,WNW,13.0,24.0,64.0,36.0,1010.3,1.0,17.1,No,No
724,11.2,15.6,0.8,6.2,9.6,W,69.0,W,WSW,33.0,44.0,87.0,63.0,1007.2,8.0,12.1,No,No
725,1.2,16.0,0.0,1.4,6.1,NNW,31.0,S,N,6.0,22.0,84.0,38.0,1024.6,7.0,6.5,No,No
726,17.4,33.8,0.0,8.0,9.0,E,48.0,ESE,NW,6.0,9.0,73.0,35.0,1011.6,7.0,20.7,No,No
727,20.0,27.8,0.0,5.8,3.5,E,26.0,SE,NNE,11.0,7.0,83.0,74.0,1015.0,7.0,22.8,No,No
728,22.1,30.0,0.0,5.6,4.7,SE,30.0,SSE,E,15.0,17.0,70.0,67.0,1014.3,7.0,27.1,No,No
729,19.4,37.2,0.0,14.0,13.0,E,54.0,ENE,ESE,26.0,13.0,28.0,10.0,1005.5,0.0,28.1,No,No
730,3.4,24.1,0.0,2.6,9.7,E,30.0,NE,SW,7.0,9.0,53.0,20.0,1028.9,0.0,13.5,No,No
731,10.6,14.3,0.0,8.8,6.5,SSW,78.0,SSW,SSW,50.0,50.0,61.0,76.0,1025.5,3.0,12.4,No,Yes
732,11.1,15.8,0.0,1.4,4.8,W,65.0,WSW,WSW,26.0,28.0,71.0,54.0,1008.9,6.0,12.2,No,No
733,16.5,23.3,0.4,3.4,10.8,SSE,33.0,S,SSE,17.0,22.0,63.0,59.0,1010.7,3.0,21.2,No,No
734,8.1,20.1,0.0,3.0,10.5,SW,44.0,S,S,7.0,13.0,56.0,36.0,1024.7,1.0,14.1,No,No
735,13.0,39.0,0.0,11.8,13.5,ENE,37.0,NE,W,30.0,28.0,15.0,17.0,1011.6,2.0,33.0,No,No
736,15.0,30.1,0.0,11.6,9.8,SE,33.0,SE,SW,24.0,11.0,41.0,12.0,1020.6,0.0,20.9,No,No
737,5.5,16.5,0.0,3.2,5.3,SSW,39.0,SW,SSW,15.0,24.0,84.0,46.0,1029.1,4.0,10.0,No,No
738,12.3,18.8,3.8,3.8,9.0,W,46.0,SW,SSW,19.0,15.0,65.0,54.0,1018.5,8.0,14.8,Yes,No
739,15.8,35.5,0.0,9.6,10.9,S,39.0,NNE,ENE,28.0,11.0,38.0,21.0,1016.6,0.0,24.4,No,No
740,5.8,17.4,0.0,3.2,9.5,WNW,44.0,NW,WSW,17.0,30.0,50.0,32.0,1016.2,1.0,9.5,No,No
741,5.6,16.3,1.6,0.8,6.2,NW,35.0,NNW,NNE,17.0,9.0,94.0,56.0,1010.1,3.0,6.2,Yes,No
742,14.2,22.4,0.0,6.0,10.6,WSW,48.0,W,WSW,19.0,28.0,85.0,42.0,1013.5,5.0,16.1,No,No
743,16.9,27.7,0.0,5.0,12.0,NE,41.0,WNW,ENE,13.0,24.0,62.0,42.0,1020.1,2.0,21.5,No,No
744,23.7,31.1,0.0,7.0,6.2,NNE,30.0,SE,N,4.0,17.0,67.0,69.0,1006.3,3.0,29.6,No,No
745,9.5,17.4,1.6,2.8,5.3,SSE,44.0,ENE,ESE,7.0,13.0,70.0,47.0,1018.6,6.0,11.3,Yes,No
746,12.9,22.4,0.0,2.4,4.2,SSW,37.0,SW,ESE,22.0,7.0,70.0,75.0,1020.4,5.0,20.4,No,Yes
747,11.1,23.1,0.0,6.2,10.3,SW,44.0,SSE,S,6.0,17.0,71.0,47.0,1022.7,7.0,15.0,No,No
748,24.8,33.3,0.0,7.8,10.5,NW,41.0,ENE,NW,9.0,22.0,58.0,50.0,1012.0,2.0,29.5,No,No
749,11.9,21.4,7.0,4.8,1.9,SW,43.0,W,WSW,13.0,17.0,91.0,69.0,1013.4,7.0,17.5,Yes,No
750,2.5,16.1,2.4,2.4,8.7,SE,37.0,ESE,E,20.0,19.0,54.0,48.0,1026.3,1.0,12.5,Yes,No
751,20.9,24.9,1.0,3.4,3.5,SSW,67.0,SSW,S,37.0,33.0,80.0,74.0,1009.9,7.0,21.5,No,Yes
752,9.2,16.0,16.0,0.2,1.5,SW,80.0,NNE,WNW,13.0,24.0,97.0,88.0,991.6,8.0,14.3,Yes,Yes
753,23.3,31.7,14.2,5.2,11.7,ENE,30.0,SSE,NE,13.0,24.0,68.0,70.0,1007.4,7.0,29.0,Yes,No
754,8.0,22.5,0.0,6.6,10.5,SSE,31.0,W,SSE,11.0,20.0,69.0,41.0,1036.5,1.0,11.1,No,No
755,8.4,14.9,1.2,3.4,6.8,SW,63.0,W,SW,31.0,39.0,59.0,48.0,1018.1,5.0,11.1,Yes,No
756,24.8,33.0,0.0,9.6,11.9,NNE,37.0,NE,NNE,13.0,19.0,55.0,42.0,1013.9,3.0,30.4,No,No
757,24.7,33.5,0.2,4.0,6.5,NNW,31.0,E,NNW,13.0,19.0,83.0,51.0,1008.1,7.0,27.4,No,No
758,20.0,24.9,1.4,5.4,6.3,ENE,52.0,ENE,E,30.0,28.0,56.0,54.0,1020.7,7.0,22.8,Yes,No
759,16.1,32.0,0.0,5.0,9.8,N,30.0,NE,SW,11.0,9.0,30.0,17.0,1022.0,3.0,23.6,No,No
760,16.1,29.5,0.0,9.2,11.5,ESE,37.0,ESE,E,20.0,20.0,57.0,46.0,1017.4,1.0,21.9,No,No
761,15.8,21.4,0.2,8.8,4.4,S,46.0,SSW,SSE,17.0,28.0,98.0,67.0,1010.0,8.0,16.0,No,No
762,16.1,33.7,0.0,11.6,13.1,SE,39.0,E,E,15.0,11.0,41.0,19.0,1015.4,0.0,23.5,No,No
763,8.9,25.8,0.0,8.8,11.8,SSE,33.0,SE,SSW,22.0,6.0,58.0,31.0,1014.0,2.0,16.1,No,Yes
764,16.2,31.4,0.0,7.8,11.1,SSW,37.0,E,SW,13.0,24.0,57.0,36.0,1020.3,1.0,22.9,No,No
765,10.5,17.8,4.0,1.6,3.9,SSW,56.0,SSW,SSW,28.0,22.0,97.0,72.0,1000.2,8.0,13.9,Yes,Yes
766,14.4,24.3,6.4,1.0,10.3,SSW,30.0,W,E,6.0,13.0,73.0,62.0,1015.1,1.0,20.3,Yes,No
767,24.4,27.5,10.2,4.6,0.1,SE,59.0,ESE,ESE,24.0,24.0,96.0,96.0,1003.7,8.0,24.6,Yes,Yes
768,23.6,31.2,14.6,5.2,1.5,NW,70.0,N,NW,24.0,20.0,87.0,81.0,1005.4,7.0,26.6,Yes,Yes
769,13.8,18.4,7.2,6.0,0.0,SSW,37.0,SW,S,20.0,24.0,83.0,93.0,1007.6,8.0,18.3,Yes,Yes
770,1.0,19.3,0.2,5.0,10.4,ENE,39.0,SE,NW,7.0,9.0,72.0,30.0,1025.5,1.0,8.1,No,No
771,6.4,22.2,0.0,5.0,8.0,NW,50.0,N,WNW,13.0,28.0,51.0,83.0,1011.7,2.0,19.0,No,No
772,23.7,31.0,0.0,7.8,9.5,SE,35.0,S,SE,13.0,17.0,72.0,56.0,1014.9,4.0,27.8,No,No
773,21.0,41.7,0.0,15.2,11.7,ENE,48.0,ESE,SE,28.0,6.0,18.0,7.0,1010.7,2.0,31.9,No,No
774,7.3,28.1,0.0,6.8,13.5,SW,28.0,E,S,17.0,11.0,41.0,24.0,1015.9,1.0,17.8,No,No
775,12.8,23.7,0.0,5.6,8.9,SW,15.0,SW,WSW,4.0,6.0,63.0,42.0,1023.5,5.0,16.9,No,No
776,8.7,15.4,5.2,0.2,3.6,WSW,48.0,WSW,WSW,24.0,30.0,93.0,83.0,1013.3,8.0,12.9,Yes,Yes
777,17.3,26.4,0.0,5.0,10.8,SW,33.0,SW,SSW,26.0,15.0,36.0,29.0,1016.4,7.0,21.0,No,No
778,13.5,18.7,0.0,6.4,8.7,SSE,31.0,S,SSE,22.0,17.0,59.0,45.0,1025.0,7.0,16.1,No,No
779,18.8,21.7,0.0,4.8,0.0,ENE,83.0,ENE,ENE,39.0,39.0,72.0,89.0,1019.6,8.0,20.6,No,Yes
780,4.0,14.5,0.0,1.0,0.5,WNW,24.0,W,E,13.0,9.0,76.0,57.0,1017.7,7.0,8.4,No,Yes
781,6.6,16.5,0.0,2.0,6.3,W,37.0,WNW,WSW,17.0,24.0,77.0,69.0,1020.3,1.0,11.6,No,No
782,10.4,27.5,0.0,5.0,11.6,N,33.0,ENE,NE,9.0,7.0,87.0,37.0,1035.3,1.0,14.1,No,No
783,8.4,11.9,0.0,5.0,7.2,WNW,94.0,NW,SW,30.0,37.0,46.0,46.0,998.2,3.0,11.2,No,Yes
784,17.3,23.9,0.0,7.4,12.8,NNE,43.0,ESE,E,4.0,28.0,57.0,53.0,1025.6,4.0,21.1,No,No
785,18.8,25.8,8.4,5.4,5.1,S,28.0,ENE,SW,6.0,6.0,94.0,74.0,1018.3,7.0,19.4,Yes,Yes
786,14.1,20.4,4.2,5.0,8.1,SW,57.0,SSW,SW,43.0,39.0,40.0,37.0,1012.3,3.0,17.7,Yes,No
787,23.1,32.7,8.6,6.2,11.0,ESE,37.0,ESE,E,19.0,22.0,72.0,46.0,1010.6,3.0,26.8,Yes,No
788,14.3,23.8,0.0,11.0,13.2,WSW,54.0,S,SW,35.0,35.0,30.0,33.0,1014.8,5.0,19.9,No,No
789,22.7,31.1,0.0,8.0,9.6,ENE,41.0,SE,ENE,15.0,31.0,63.0,54.0,1017.7,5.0,27.6,No,No
790,2.2,15.0,0.2,0.6,2.3,WSW,24.0,ENE,WSW,7.0,11.0,99.0,83.0,1028.9,8.0,4.9,No,No
791,10.7,19.8,0.2,1.2,6.2,NW,87.0,N,NW,9.0,43.0,60.0,45.0,1010.2,7.0,14.3,No,Yes
792,16.2,28.0,0.0,5.6,10.7,ENE,19.0,WSW,WNW,7.0,7.0,59.0,39.0,1018.4,1.0,21.9,No,No
793,12.1,14.0,0.6,7.0,1.9,NW,98.0,NW,NNW,33.0,39.0,89.0,66.0,995.9,8.0,12.2,No,Yes
794,14.8,20.3,0.0,8.0,5.4,NNE,70.0,NNE,NNE,28.0,35.0,65.0,76.0,1016.1,3.0,18.6,No,Yes
795,19.5,24.3,0.0,7.6,0.2,ESE,35.0,SE,E,11.0,13.0,63.0,79.0,1018.7,7.0,23.0,No,Yes
796,6.4,14.3,0.0,2.6,4.9,W,56.0,NW,WNW,17.0,24.0,76.0,46.0,1016.9,1.0,8.9,No,Yes
797,18.1,32.4,0.0,8.8,10.6,E,48.0,S,W,13.0,24.0,57.0,44.0,1014.7,7.0,23.1,No,No
798,25.6,35.7,0.0,7.8,11.8,NNW,44.0,NNE,N,15.0,24.0,69.0,31.0,1013.2,2.0,29.8,No,No
799,5.9,12.8,0.0,2.2,0.9,N,56.0,NNE,NE,17.0,24.0,65.0,79.0,1010.9,7.0,9.6,No,No
800,15.3,28.9,0.0,4.4,7.9,NNW,37.0,NNE,ENE,9.0,19.0,66.0,41.0,1011.2,3.0,21.5,No,No
801,8.8,22.6,0.0,5.8,8.3,WNW,78.0,N,WNW,28.0,56.0,31.0,29.0,1007.3,1.0,17.1,No,No
802,6.5,14.7,12.4,1.8,4.1,WSW,31.0,W,W,20.0,19.0,90.0,51.0,1016.0,6.0,8.3,Yes,Yes
803,19.7,30.1,0.0,7.2,9.5,ESE,39.0,SE,ENE,11.0,28.0,60.0,57.0,1016.7,3.0,26.7,No,No
804,17.8,21.2,0.0,3.6,1.5,SW,44.0,WNW,SSE,9.0,13.0,77.0,76.0,1027.1,7.0,18.5,No,Yes
805,11.0,22.1,0.0,7.0,11.3,SSW,61.0,SSW,SSE,43.0,39.0,29.0,26.0,1016.6,1.0,18.5,No,No
806,7.3,14.5,0.0,0.6,6.2,W,39.0,WNW,W,22.0,22.0,88.0,56.0,1024.1,7.0,9.8,No,No
807,6.5,17.6,0.0,5.2,10.8,ESE,33.0,N,ESE,15.0,20.0,59.0,52.0,1027.3,3.0,12.5,No,No
808,19.1,25.7,0.0,4.4,3.8,ESE,54.0,SSE,ESE,17.0,37.0,57.0,71.0,1019.2,4.0,23.6,No,No
809,5.0,20.1,0.0,4.2,1.1,N,61.0,N,NW,33.0,28.0,45.0,42.0,1016.8,1.0,13.6,No,Yes
810,-2.0,12.3,0.0,2.4,5.8,W,31.0,ESE,W,4.0,19.0,81.0,60.0,1020.9,1.0,2.6,No,No
811,11.4,17.7,12.8,3.4,11.3,S,39.0,SSW,S,19.0,20.0,80.0,74.0,1005.9,7.0,14.9,Yes,No
